Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08147 Olesa de Montserrat;0814701 Olesa de Montserrat distrito 01;0814701012 Olesa de Montserrat sección 01012;Renta neta media por persona ;2021;14.064
08148 Olivella;0814801 Olivella distrito 01;;Renta neta media por persona ;2021;13.556
08148 Olivella;0814801 Olivella distrito 01;0814801001 Olivella sección 01001;Renta neta media por persona ;2021;12.629
08148 Olivella;0814801 Olivella distrito 01;0814801002 Olivella sección 01002;Renta neta media por persona ;2021;14.313
08149 Olost;0814901 Olost distrito 01;;Renta neta media por persona ;2021;16.041
08149 Olost;0814901 Olost distrito 01;0814901001 Olost sección 01001;Renta neta media por persona ;2021;16.041
08150 Orís;0815001 Orís distrito 01;;Renta neta media por persona ;2021;15.814
08150 Orís;0815001 Orís distrito 01;0815001001 Orís sección 01001;Renta neta media por persona ;2021;15.814
08151 Oristà;0815101 Oristà distrito 01;;Renta neta media por persona ;2021;15.238
08151 Oristà;0815101 Oristà distrito 01;0815101001 Oristà sección 01001;Renta neta media por persona ;2021;15.238
08152 Orpí;0815201 Orpí distrito 01;;Renta neta media por persona ;2021;15.391
08152 Orpí;0815201 Orpí distrito 01;0815201001 Orpí sección 01001;Renta neta media por persona ;2021;15.391
08153 Òrrius;0815301 Òrrius distrito 01;;Renta neta media por persona ;2021;15.951
08153 Òrrius;0815301 Òrrius distrito 01;0815301001 Òrrius sección 01001;Renta neta media por persona ;2021;15.951
08154 Pacs del Penedès;0815401 Pacs del Penedès distrito 01;;Renta neta media por persona ;2021;18.568
08154 Pacs del Penedès;0815401 Pacs del Penedès distrito 01;0815401001 Pacs del Penedès sección 01001;Renta neta media por persona ;2021;18.568
08155 Palafolls;0815501 Palafolls distrito 01;;Renta neta media por persona ;2021;12.921
08155 Palafolls;0815501 Palafolls distrito 01;0815501001 Palafolls sección 01001;Renta neta media por persona ;2021;13.599
08155 Palafolls;0815501 Palafolls distrito 01;0815501002 Palafolls sección 01002;Renta neta media por persona ;2021;13.453
08155 Palafolls;0815501 Palafolls distrito 01;0815501003 Palafolls sección 01003;Renta neta media por persona ;2021;11.468
08155 Palafolls;0815501 Palafolls distrito 01;0815501004 Palafolls sección 01004;Renta neta media por persona ;2021;13.249
08155 Palafolls;0815501 Palafolls distrito 01;0815501005 Palafolls sección 01005;Renta neta media por persona ;2021;12.826
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;;Renta neta media por persona ;2021;15.677
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601001 Palau-solità i Plegamans sección 01001;Renta neta media por persona ;2021;13.394
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601002 Palau-solità i Plegamans sección 01002;Renta neta media por persona ;2021;15.025
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601003 Palau-solità i Plegamans sección 01003;Renta neta media por persona ;2021;16.066
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601004 Palau-solità i Plegamans sección 01004;Renta neta media por persona ;2021;16.026
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601005 Palau-solità i Plegamans sección 01005;Renta neta media por persona ;2021;17.506
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601006 Palau-solità i Plegamans sección 01006;Renta neta media por persona ;2021;15.806
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601007 Palau-solità i Plegamans sección 01007;Renta neta media por persona ;2021;16.696
08156 Palau-solità i Plegamans;0815601 Palau-solità i Plegamans distrito 01;0815601008 Palau-solità i Plegamans sección 01008;Renta neta media por persona ;2021;15.385
08157 Pallejà;0815701 Pallejà distrito 01;;Renta neta media por persona ;2021;16.300
08157 Pallejà;0815701 Pallejà distrito 01;0815701001 Pallejà sección 01001;Renta neta media por persona ;2021;16.200
08157 Pallejà;0815701 Pallejà distrito 01;0815701002 Pallejà sección 01002;Renta neta media por persona ;2021;14.285
08157 Pallejà;0815701 Pallejà distrito 01;0815701003 Pallejà sección 01003;Renta neta media por persona ;2021;15.431
08157 Pallejà;0815701 Pallejà distrito 01;0815701004 Pallejà sección 01004;Renta neta media por persona ;2021;21.183
08157 Pallejà;0815701 Pallejà distrito 01;0815701005 Pallejà sección 01005;Renta neta media por persona ;2021;15.439
08158 Papiol, El;0815801 Papiol, El distrito 01;;Renta neta media por persona ;2021;15.025
08158 Papiol, El;0815801 Papiol, El distrito 01;0815801001 Papiol, El sección 01001;Renta neta media por persona ;2021;15.516
08158 Papiol, El;0815801 Papiol, El distrito 01;0815801002 Papiol, El sección 01002;Renta neta media por persona ;2021;14.422
08159 Parets del Vallès;0815901 Parets del Vallès distrito 01;;Renta neta media por persona ;2021;15.081
08159 Parets del Vallès;0815901 Parets del Vallès distrito 01;0815901001 Parets del Vallès sección 01001;Renta neta media por persona ;2021;15.081
08159 Parets del Vallès;0815901 Parets del Vallès distrito 01;0815901002 Parets del Vallès sección 01002;Renta neta media por persona ;2021;14.779
08159 Parets del Vallès;0815901 Parets del Vallès distrito 01;0815901003 Parets del Vallès sección 01003;Renta neta media por persona ;2021;15.361
08159 Parets del Vallès;0815901 Parets del Vallès distrito 01;0815901004 Parets del Vallès sección 01004;Renta neta media por persona ;2021;15.331
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;;Renta neta media por persona ;2021;15.572
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;0815902001 Parets del Vallès sección 02001;Renta neta media por persona ;2021;15.544
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;0815902002 Parets del Vallès sección 02002;Renta neta media por persona ;2021;16.708
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;0815902003 Parets del Vallès sección 02003;Renta neta media por persona ;2021;14.810
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;0815902004 Parets del Vallès sección 02004;Renta neta media por persona ;2021;15.958
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;0815902005 Parets del Vallès sección 02005;Renta neta media por persona ;2021;16.952
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;0815902006 Parets del Vallès sección 02006;Renta neta media por persona ;2021;15.426
08159 Parets del Vallès;0815902 Parets del Vallès distrito 02;0815902007 Parets del Vallès sección 02007;Renta neta media por persona ;2021;14.882
08160 Perafita;0816001 Perafita distrito 01;;Renta neta media por persona ;2021;15.493
08160 Perafita;0816001 Perafita distrito 01;0816001001 Perafita sección 01001;Renta neta media por persona ;2021;15.493
08161 Piera;0816101 Piera distrito 01;;Renta neta media por persona ;2021;12.961
08161 Piera;0816101 Piera distrito 01;0816101001 Piera sección 01001;Renta neta media por persona ;2021;13.322
08161 Piera;0816101 Piera distrito 01;0816101002 Piera sección 01002;Renta neta media por persona ;2021;12.024
08161 Piera;0816101 Piera distrito 01;0816101003 Piera sección 01003;Renta neta media por persona ;2021;12.577
08161 Piera;0816101 Piera distrito 01;0816101004 Piera sección 01004;Renta neta media por persona ;2021;12.719
08161 Piera;0816101 Piera distrito 01;0816101005 Piera sección 01005;Renta neta media por persona ;2021;13.552
08161 Piera;0816101 Piera distrito 01;0816101006 Piera sección 01006;Renta neta media por persona ;2021;13.345
08161 Piera;0816101 Piera distrito 01;0816101007 Piera sección 01007;Renta neta media por persona ;2021;13.746
08161 Piera;0816101 Piera distrito 01;0816101008 Piera sección 01008;Renta neta media por persona ;2021;13.805
08161 Piera;0816101 Piera distrito 01;0816101009 Piera sección 01009;Renta neta media por persona ;2021;13.008
08162 Hostalets de Pierola, Els;0816201 Hostalets de Pierola, Els distrito 01;;Renta neta media por persona ;2021;14.311
08162 Hostalets de Pierola, Els;0816201 Hostalets de Pierola, Els distrito 01;0816201001 Hostalets de Pierola, Els sección 01001;Renta neta media por persona ;2021;14.311
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;;Renta neta media por persona ;2021;12.127
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301001 Pineda de Mar sección 01001;Renta neta media por persona ;2021;12.046
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301002 Pineda de Mar sección 01002;Renta neta media por persona ;2021;13.662
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301003 Pineda de Mar sección 01003;Renta neta media por persona ;2021;14.248
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301004 Pineda de Mar sección 01004;Renta neta media por persona ;2021;11.993
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301005 Pineda de Mar sección 01005;Renta neta media por persona ;2021;13.025
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301006 Pineda de Mar sección 01006;Renta neta media por persona ;2021;11.847
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301007 Pineda de Mar sección 01007;Renta neta media por persona ;2021;12.294
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301008 Pineda de Mar sección 01008;Renta neta media por persona ;2021;9.784
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301009 Pineda de Mar sección 01009;Renta neta media por persona ;2021;11.828
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301010 Pineda de Mar sección 01010;Renta neta media por persona ;2021;13.077
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301011 Pineda de Mar sección 01011;Renta neta media por persona ;2021;13.195
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301012 Pineda de Mar sección 01012;Renta neta media por persona ;2021;9.822
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301013 Pineda de Mar sección 01013;Renta neta media por persona ;2021;11.793
08163 Pineda de Mar;0816301 Pineda de Mar distrito 01;0816301014 Pineda de Mar sección 01014;Renta neta media por persona ;2021;11.230
08164 Pla del Penedès, El;0816401 Pla del Penedès, El distrito 01;;Renta neta media por persona ;2021;13.093
08164 Pla del Penedès, El;0816401 Pla del Penedès, El distrito 01;0816401001 Pla del Penedès, El sección 01001;Renta neta media por persona ;2021;13.093
08165 Pobla de Claramunt, La;0816501 Pobla de Claramunt, La distrito 01;;Renta neta media por persona ;2021;13.773
08165 Pobla de Claramunt, La;0816501 Pobla de Claramunt, La distrito 01;0816501001 Pobla de Claramunt, La sección 01001;Renta neta media por persona ;2021;13.773
08166 Pobla de Lillet, La;0816601 Pobla de Lillet, La distrito 01;;Renta neta media por persona ;2021;15.328
08166 Pobla de Lillet, La;0816601 Pobla de Lillet, La distrito 01;0816601001 Pobla de Lillet, La sección 01001;Renta neta media por persona ;2021;15.328
08166 Pobla de Lillet, La;0816601 Pobla de Lillet, La distrito 01;0816601002 Pobla de Lillet, La sección 01002;Renta neta media por persona ;2021;""
08167 Polinyà;0816701 Polinyà distrito 01;;Renta neta media por persona ;2021;14.041
08167 Polinyà;0816701 Polinyà distrito 01;0816701001 Polinyà sección 01001;Renta neta media por persona ;2021;13.772
08167 Polinyà;0816701 Polinyà distrito 01;0816701002 Polinyà sección 01002;Renta neta media por persona ;2021;12.877
08167 Polinyà;0816701 Polinyà distrito 01;0816701003 Polinyà sección 01003;Renta neta media por persona ;2021;14.484
08167 Polinyà;0816701 Polinyà distrito 01;0816701004 Polinyà sección 01004;Renta neta media por persona ;2021;14.001
08167 Polinyà;0816701 Polinyà distrito 01;0816701005 Polinyà sección 01005;Renta neta media por persona ;2021;15.595
08168 Pontons;0816801 Pontons distrito 01;;Renta neta media por persona ;2021;12.482
08168 Pontons;0816801 Pontons distrito 01;0816801001 Pontons sección 01001;Renta neta media por persona ;2021;12.482
08169 Prat de Llobregat, El;0816901 Prat de Llobregat, El distrito 01;;Renta neta media por persona ;2021;15.786
08169 Prat de Llobregat, El;0816901 Prat de Llobregat, El distrito 01;0816901001 Prat de Llobregat, El sección 01001;Renta neta media por persona ;2021;15.882
08169 Prat de Llobregat, El;0816901 Prat de Llobregat, El distrito 01;0816901002 Prat de Llobregat, El sección 01002;Renta neta media por persona ;2021;17.312
08169 Prat de Llobregat, El;0816901 Prat de Llobregat, El distrito 01;0816901003 Prat de Llobregat, El sección 01003;Renta neta media por persona ;2021;17.863
08169 Prat de Llobregat, El;0816901 Prat de Llobregat, El distrito 01;0816901004 Prat de Llobregat, El sección 01004;Renta neta media por persona ;2021;13.809
08169 Prat de Llobregat, El;0816901 Prat de Llobregat, El distrito 01;0816901005 Prat de Llobregat, El sección 01005;Renta neta media por persona ;2021;14.393
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;;Renta neta media por persona ;2021;14.766
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;0816902001 Prat de Llobregat, El sección 02001;Renta neta media por persona ;2021;14.850
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;0816902002 Prat de Llobregat, El sección 02002;Renta neta media por persona ;2021;16.175
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;0816902003 Prat de Llobregat, El sección 02003;Renta neta media por persona ;2021;13.795
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;0816902004 Prat de Llobregat, El sección 02004;Renta neta media por persona ;2021;13.039
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;0816902005 Prat de Llobregat, El sección 02005;Renta neta media por persona ;2021;14.665
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;0816902006 Prat de Llobregat, El sección 02006;Renta neta media por persona ;2021;15.707
08169 Prat de Llobregat, El;0816902 Prat de Llobregat, El distrito 02;0816902007 Prat de Llobregat, El sección 02007;Renta neta media por persona ;2021;14.799
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;;Renta neta media por persona ;2021;14.218
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903001 Prat de Llobregat, El sección 03001;Renta neta media por persona ;2021;16.958
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903002 Prat de Llobregat, El sección 03002;Renta neta media por persona ;2021;14.226
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903003 Prat de Llobregat, El sección 03003;Renta neta media por persona ;2021;13.782
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903004 Prat de Llobregat, El sección 03004;Renta neta media por persona ;2021;12.329
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903005 Prat de Llobregat, El sección 03005;Renta neta media por persona ;2021;14.135
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903006 Prat de Llobregat, El sección 03006;Renta neta media por persona ;2021;14.498
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903007 Prat de Llobregat, El sección 03007;Renta neta media por persona ;2021;14.475
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903008 Prat de Llobregat, El sección 03008;Renta neta media por persona ;2021;13.070
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903009 Prat de Llobregat, El sección 03009;Renta neta media por persona ;2021;13.757
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903010 Prat de Llobregat, El sección 03010;Renta neta media por persona ;2021;13.807
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903011 Prat de Llobregat, El sección 03011;Renta neta media por persona ;2021;14.930
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903012 Prat de Llobregat, El sección 03012;Renta neta media por persona ;2021;15.285
08169 Prat de Llobregat, El;0816903 Prat de Llobregat, El distrito 03;0816903013 Prat de Llobregat, El sección 03013;Renta neta media por persona ;2021;16.338
08169 Prat de Llobregat, El;0816904 Prat de Llobregat, El distrito 04;;Renta neta media por persona ;2021;10.000
08169 Prat de Llobregat, El;0816904 Prat de Llobregat, El distrito 04;0816904001 Prat de Llobregat, El sección 04001;Renta neta media por persona ;2021;13.229
08169 Prat de Llobregat, El;0816904 Prat de Llobregat, El distrito 04;0816904002 Prat de Llobregat, El sección 04002;Renta neta media por persona ;2021;10.969
08169 Prat de Llobregat, El;0816904 Prat de Llobregat, El distrito 04;0816904003 Prat de Llobregat, El sección 04003;Renta neta media por persona ;2021;10.338
08169 Prat de Llobregat, El;0816904 Prat de Llobregat, El distrito 04;0816904004 Prat de Llobregat, El sección 04004;Renta neta media por persona ;2021;10.070
08169 Prat de Llobregat, El;0816904 Prat de Llobregat, El distrito 04;0816904005 Prat de Llobregat, El sección 04005;Renta neta media por persona ;2021;9.392
08169 Prat de Llobregat, El;0816904 Prat de Llobregat, El distrito 04;0816904006 Prat de Llobregat, El sección 04006;Renta neta media por persona ;2021;5.799
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;;Renta neta media por persona ;2021;14.858
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905001 Prat de Llobregat, El sección 05001;Renta neta media por persona ;2021;14.107
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905002 Prat de Llobregat, El sección 05002;Renta neta media por persona ;2021;13.708
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905003 Prat de Llobregat, El sección 05003;Renta neta media por persona ;2021;13.078
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905004 Prat de Llobregat, El sección 05004;Renta neta media por persona ;2021;16.424
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905005 Prat de Llobregat, El sección 05005;Renta neta media por persona ;2021;13.732
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905006 Prat de Llobregat, El sección 05006;Renta neta media por persona ;2021;14.429
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905007 Prat de Llobregat, El sección 05007;Renta neta media por persona ;2021;13.638
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905008 Prat de Llobregat, El sección 05008;Renta neta media por persona ;2021;16.578
08169 Prat de Llobregat, El;0816905 Prat de Llobregat, El distrito 05;0816905009 Prat de Llobregat, El sección 05009;Renta neta media por persona ;2021;16.717
08170 Prats de Rei, Els;0817001 Prats de Rei, Els distrito 01;;Renta neta media por persona ;2021;14.169
08170 Prats de Rei, Els;0817001 Prats de Rei, Els distrito 01;0817001001 Prats de Rei, Els sección 01001;Renta neta media por persona ;2021;14.169
08171 Prats de Lluçanès;0817101 Prats de Lluçanès distrito 01;;Renta neta media por persona ;2021;14.872
08171 Prats de Lluçanès;0817101 Prats de Lluçanès distrito 01;0817101001 Prats de Lluçanès sección 01001;Renta neta media por persona ;2021;15.520
08171 Prats de Lluçanès;0817101 Prats de Lluçanès distrito 01;0817101002 Prats de Lluçanès sección 01002;Renta neta media por persona ;2021;14.295
08172 Premià de Mar;0817201 Premià de Mar distrito 01;;Renta neta media por persona ;2021;16.494
08172 Premià de Mar;0817201 Premià de Mar distrito 01;0817201001 Premià de Mar sección 01001;Renta neta media por persona ;2021;17.180
08172 Premià de Mar;0817201 Premià de Mar distrito 01;0817201002 Premià de Mar sección 01002;Renta neta media por persona ;2021;16.600
08172 Premià de Mar;0817201 Premià de Mar distrito 01;0817201003 Premià de Mar sección 01003;Renta neta media por persona ;2021;15.749
08172 Premià de Mar;0817202 Premià de Mar distrito 02;;Renta neta media por persona ;2021;12.083
08172 Premià de Mar;0817202 Premià de Mar distrito 02;0817202001 Premià de Mar sección 02001;Renta neta media por persona ;2021;15.721
08172 Premià de Mar;0817202 Premià de Mar distrito 02;0817202002 Premià de Mar sección 02002;Renta neta media por persona ;2021;11.580
08172 Premià de Mar;0817202 Premià de Mar distrito 02;0817202003 Premià de Mar sección 02003;Renta neta media por persona ;2021;12.275
08172 Premià de Mar;0817202 Premià de Mar distrito 02;0817202004 Premià de Mar sección 02004;Renta neta media por persona ;2021;8.784
08172 Premià de Mar;0817203 Premià de Mar distrito 03;;Renta neta media por persona ;2021;15.383
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203001 Premià de Mar sección 03001;Renta neta media por persona ;2021;15.627
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203002 Premià de Mar sección 03002;Renta neta media por persona ;2021;11.729
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203003 Premià de Mar sección 03003;Renta neta media por persona ;2021;14.053
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203004 Premià de Mar sección 03004;Renta neta media por persona ;2021;15.891
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203005 Premià de Mar sección 03005;Renta neta media por persona ;2021;10.229
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203006 Premià de Mar sección 03006;Renta neta media por persona ;2021;18.113
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203007 Premià de Mar sección 03007;Renta neta media por persona ;2021;16.422
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203008 Premià de Mar sección 03008;Renta neta media por persona ;2021;16.903
08172 Premià de Mar;0817203 Premià de Mar distrito 03;0817203009 Premià de Mar sección 03009;Renta neta media por persona ;2021;20.552
08174 Puigdàlber;0817401 Puigdàlber distrito 01;;Renta neta media por persona ;2021;14.245
08174 Puigdàlber;0817401 Puigdàlber distrito 01;0817401001 Puigdàlber sección 01001;Renta neta media por persona ;2021;14.245
08175 Puig-reig;0817501 Puig-reig distrito 01;;Renta neta media por persona ;2021;14.233
08175 Puig-reig;0817501 Puig-reig distrito 01;0817501001 Puig-reig sección 01001;Renta neta media por persona ;2021;14.180
08175 Puig-reig;0817501 Puig-reig distrito 01;0817501002 Puig-reig sección 01002;Renta neta media por persona ;2021;14.304
08175 Puig-reig;0817502 Puig-reig distrito 02;;Renta neta media por persona ;2021;14.836
08175 Puig-reig;0817502 Puig-reig distrito 02;0817502001 Puig-reig sección 02001;Renta neta media por persona ;2021;14.836
08176 Pujalt;0817601 Pujalt distrito 01;;Renta neta media por persona ;2021;17.455
08176 Pujalt;0817601 Pujalt distrito 01;0817601001 Pujalt sección 01001;Renta neta media por persona ;2021;17.455
08177 Quar, La;0817701 Quar, La distrito 01;;Renta neta media por persona ;2021;16.922
08177 Quar, La;0817701 Quar, La distrito 01;0817701001 Quar, La sección 01001;Renta neta media por persona ;2021;16.922
08178 Rajadell;0817801 Rajadell distrito 01;;Renta neta media por persona ;2021;21.552
08178 Rajadell;0817801 Rajadell distrito 01;0817801001 Rajadell sección 01001;Renta neta media por persona ;2021;21.552
08179 Rellinars;0817901 Rellinars distrito 01;;Renta neta media por persona ;2021;14.750
08179 Rellinars;0817901 Rellinars distrito 01;0817901001 Rellinars sección 01001;Renta neta media por persona ;2021;14.750
08180 Ripollet;0818001 Ripollet distrito 01;;Renta neta media por persona ;2021;13.651
08180 Ripollet;0818001 Ripollet distrito 01;0818001001 Ripollet sección 01001;Renta neta media por persona ;2021;12.764
08180 Ripollet;0818001 Ripollet distrito 01;0818001002 Ripollet sección 01002;Renta neta media por persona ;2021;14.648
08180 Ripollet;0818001 Ripollet distrito 01;0818001003 Ripollet sección 01003;Renta neta media por persona ;2021;13.935
08180 Ripollet;0818001 Ripollet distrito 01;0818001004 Ripollet sección 01004;Renta neta media por persona ;2021;13.423
08180 Ripollet;0818001 Ripollet distrito 01;0818001005 Ripollet sección 01005;Renta neta media por persona ;2021;12.626
08180 Ripollet;0818001 Ripollet distrito 01;0818001006 Ripollet sección 01006;Renta neta media por persona ;2021;11.349
08180 Ripollet;0818001 Ripollet distrito 01;0818001007 Ripollet sección 01007;Renta neta media por persona ;2021;11.579
08180 Ripollet;0818001 Ripollet distrito 01;0818001008 Ripollet sección 01008;Renta neta media por persona ;2021;12.786
08180 Ripollet;0818001 Ripollet distrito 01;0818001009 Ripollet sección 01009;Renta neta media por persona ;2021;16.104
08180 Ripollet;0818001 Ripollet distrito 01;0818001010 Ripollet sección 01010;Renta neta media por persona ;2021;14.898
08180 Ripollet;0818001 Ripollet distrito 01;0818001011 Ripollet sección 01011;Renta neta media por persona ;2021;14.816
08180 Ripollet;0818001 Ripollet distrito 01;0818001012 Ripollet sección 01012;Renta neta media por persona ;2021;14.335
08180 Ripollet;0818001 Ripollet distrito 01;0818001013 Ripollet sección 01013;Renta neta media por persona ;2021;15.215
08180 Ripollet;0818002 Ripollet distrito 02;;Renta neta media por persona ;2021;11.879
08180 Ripollet;0818002 Ripollet distrito 02;0818002001 Ripollet sección 02001;Renta neta media por persona ;2021;12.857
08180 Ripollet;0818002 Ripollet distrito 02;0818002002 Ripollet sección 02002;Renta neta media por persona ;2021;13.211
08180 Ripollet;0818002 Ripollet distrito 02;0818002003 Ripollet sección 02003;Renta neta media por persona ;2021;11.952
08180 Ripollet;0818002 Ripollet distrito 02;0818002004 Ripollet sección 02004;Renta neta media por persona ;2021;12.761
08180 Ripollet;0818002 Ripollet distrito 02;0818002005 Ripollet sección 02005;Renta neta media por persona ;2021;10.329
08180 Ripollet;0818002 Ripollet distrito 02;0818002006 Ripollet sección 02006;Renta neta media por persona ;2021;11.582
08180 Ripollet;0818002 Ripollet distrito 02;0818002007 Ripollet sección 02007;Renta neta media por persona ;2021;9.591
08181 Roca del Vallès, La;0818101 Roca del Vallès, La distrito 01;;Renta neta media por persona ;2021;16.762
08181 Roca del Vallès, La;0818101 Roca del Vallès, La distrito 01;0818101001 Roca del Vallès, La sección 01001;Renta neta media por persona ;2021;19.951
08181 Roca del Vallès, La;0818101 Roca del Vallès, La distrito 01;0818101002 Roca del Vallès, La sección 01002;Renta neta media por persona ;2021;17.098
08181 Roca del Vallès, La;0818101 Roca del Vallès, La distrito 01;0818101003 Roca del Vallès, La sección 01003;Renta neta media por persona ;2021;15.139
08181 Roca del Vallès, La;0818101 Roca del Vallès, La distrito 01;0818101004 Roca del Vallès, La sección 01004;Renta neta media por persona ;2021;17.159
08181 Roca del Vallès, La;0818101 Roca del Vallès, La distrito 01;0818101005 Roca del Vallès, La sección 01005;Renta neta media por persona ;2021;16.010
08182 Pont de Vilomara i Rocafort, El;0818201 Pont de Vilomara i Rocafort, El distrito 01;;Renta neta media por persona ;2021;12.808
08182 Pont de Vilomara i Rocafort, El;0818201 Pont de Vilomara i Rocafort, El distrito 01;0818201001 Pont de Vilomara i Rocafort, El sección 01001;Renta neta media por persona ;2021;12.808
08183 Roda de Ter;0818301 Roda de Ter distrito 01;;Renta neta media por persona ;2021;13.938
08183 Roda de Ter;0818301 Roda de Ter distrito 01;0818301001 Roda de Ter sección 01001;Renta neta media por persona ;2021;13.896
08183 Roda de Ter;0818301 Roda de Ter distrito 01;0818301002 Roda de Ter sección 01002;Renta neta media por persona ;2021;15.004
08183 Roda de Ter;0818301 Roda de Ter distrito 01;0818301003 Roda de Ter sección 01003;Renta neta media por persona ;2021;12.854
08183 Roda de Ter;0818302 Roda de Ter distrito 02;;Renta neta media por persona ;2021;13.893
08183 Roda de Ter;0818302 Roda de Ter distrito 02;0818302001 Roda de Ter sección 02001;Renta neta media por persona ;2021;13.893
08184 Rubí;0818401 Rubí distrito 01;;Renta neta media por persona ;2021;15.160
08184 Rubí;0818401 Rubí distrito 01;0818401001 Rubí sección 01001;Renta neta media por persona ;2021;15.932
08184 Rubí;0818401 Rubí distrito 01;0818401002 Rubí sección 01002;Renta neta media por persona ;2021;12.274
08184 Rubí;0818401 Rubí distrito 01;0818401003 Rubí sección 01003;Renta neta media por persona ;2021;15.310
08184 Rubí;0818401 Rubí distrito 01;0818401004 Rubí sección 01004;Renta neta media por persona ;2021;17.197
08184 Rubí;0818402 Rubí distrito 02;;Renta neta media por persona ;2021;14.924
08184 Rubí;0818402 Rubí distrito 02;0818402001 Rubí sección 02001;Renta neta media por persona ;2021;14.134
