Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08001 Abrera;0800101 Abrera distrito 01;;Renta neta media por persona ;2021;15.134
08001 Abrera;0800101 Abrera distrito 01;0800101001 Abrera sección 01001;Renta neta media por persona ;2021;14.486
08001 Abrera;0800101 Abrera distrito 01;0800101002 Abrera sección 01002;Renta neta media por persona ;2021;13.995
08001 Abrera;0800101 Abrera distrito 01;0800101003 Abrera sección 01003;Renta neta media por persona ;2021;18.269
08001 Abrera;0800101 Abrera distrito 01;0800101004 Abrera sección 01004;Renta neta media por persona ;2021;16.169
08001 Abrera;0800101 Abrera distrito 01;0800101005 Abrera sección 01005;Renta neta media por persona ;2021;14.131
08001 Abrera;0800101 Abrera distrito 01;0800101007 Abrera sección 01007;Renta neta media por persona ;2021;14.765
08001 Abrera;0800101 Abrera distrito 01;0800101008 Abrera sección 01008;Renta neta media por persona ;2021;15.712
08002 Aguilar de Segarra;0800201 Aguilar de Segarra distrito 01;;Renta neta media por persona ;2021;16.275
08002 Aguilar de Segarra;0800201 Aguilar de Segarra distrito 01;0800201001 Aguilar de Segarra sección 01001;Renta neta media por persona ;2021;16.275
08003 Alella;0800301 Alella distrito 01;;Renta neta media por persona ;2021;20.889
08003 Alella;0800301 Alella distrito 01;0800301001 Alella sección 01001;Renta neta media por persona ;2021;20.367
08003 Alella;0800301 Alella distrito 01;0800301002 Alella sección 01002;Renta neta media por persona ;2021;21.260
08003 Alella;0800301 Alella distrito 01;0800301003 Alella sección 01003;Renta neta media por persona ;2021;20.657
08003 Alella;0800301 Alella distrito 01;0800301004 Alella sección 01004;Renta neta media por persona ;2021;21.293
08004 Alpens;0800401 Alpens distrito 01;;Renta neta media por persona ;2021;17.081
08004 Alpens;0800401 Alpens distrito 01;0800401001 Alpens sección 01001;Renta neta media por persona ;2021;17.081
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;;Renta neta media por persona ;2021;19.464
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501001 Ametlla del Vallès, L' sección 01001;Renta neta media por persona ;2021;18.192
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501002 Ametlla del Vallès, L' sección 01002;Renta neta media por persona ;2021;20.623
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501003 Ametlla del Vallès, L' sección 01003;Renta neta media por persona ;2021;20.282
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501004 Ametlla del Vallès, L' sección 01004;Renta neta media por persona ;2021;21.001
08005 Ametlla del Vallès, L';0800501 Ametlla del Vallès, L' distrito 01;0800501005 Ametlla del Vallès, L' sección 01005;Renta neta media por persona ;2021;16.088
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;;Renta neta media por persona ;2021;14.995
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601001 Arenys de Mar sección 01001;Renta neta media por persona ;2021;14.470
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601002 Arenys de Mar sección 01002;Renta neta media por persona ;2021;14.778
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601003 Arenys de Mar sección 01003;Renta neta media por persona ;2021;13.939
08006 Arenys de Mar;0800601 Arenys de Mar distrito 01;0800601004 Arenys de Mar sección 01004;Renta neta media por persona ;2021;17.446
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;;Renta neta media por persona ;2021;14.541
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602001 Arenys de Mar sección 02001;Renta neta media por persona ;2021;13.470
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602002 Arenys de Mar sección 02002;Renta neta media por persona ;2021;14.863
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602003 Arenys de Mar sección 02003;Renta neta media por persona ;2021;17.341
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602004 Arenys de Mar sección 02004;Renta neta media por persona ;2021;13.342
08006 Arenys de Mar;0800602 Arenys de Mar distrito 02;0800602005 Arenys de Mar sección 02005;Renta neta media por persona ;2021;13.361
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;;Renta neta media por persona ;2021;14.236
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;0800701001 Arenys de Munt sección 01001;Renta neta media por persona ;2021;14.092
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;0800701002 Arenys de Munt sección 01002;Renta neta media por persona ;2021;14.297
08007 Arenys de Munt;0800701 Arenys de Munt distrito 01;0800701003 Arenys de Munt sección 01003;Renta neta media por persona ;2021;""
08007 Arenys de Munt;0800702 Arenys de Munt distrito 02;;Renta neta media por persona ;2021;15.242
08007 Arenys de Munt;0800702 Arenys de Munt distrito 02;0800702001 Arenys de Munt sección 02001;Renta neta media por persona ;2021;16.591
08007 Arenys de Munt;0800702 Arenys de Munt distrito 02;0800702002 Arenys de Munt sección 02002;Renta neta media por persona ;2021;13.902
08008 Argençola;0800801 Argençola distrito 01;;Renta neta media por persona ;2021;15.443
08008 Argençola;0800801 Argençola distrito 01;0800801001 Argençola sección 01001;Renta neta media por persona ;2021;15.443
08009 Argentona;0800901 Argentona distrito 01;;Renta neta media por persona ;2021;16.200
08009 Argentona;0800901 Argentona distrito 01;0800901001 Argentona sección 01001;Renta neta media por persona ;2021;16.097
08009 Argentona;0800901 Argentona distrito 01;0800901002 Argentona sección 01002;Renta neta media por persona ;2021;15.320
08009 Argentona;0800901 Argentona distrito 01;0800901003 Argentona sección 01003;Renta neta media por persona ;2021;9.901
08009 Argentona;0800901 Argentona distrito 01;0800901004 Argentona sección 01004;Renta neta media por persona ;2021;14.444
08009 Argentona;0800901 Argentona distrito 01;0800901005 Argentona sección 01005;Renta neta media por persona ;2021;18.622
08009 Argentona;0800901 Argentona distrito 01;0800901006 Argentona sección 01006;Renta neta media por persona ;2021;19.866
08009 Argentona;0800902 Argentona distrito 02;;Renta neta media por persona ;2021;15.023
08009 Argentona;0800902 Argentona distrito 02;0800902001 Argentona sección 02001;Renta neta media por persona ;2021;14.395
08009 Argentona;0800902 Argentona distrito 02;0800902002 Argentona sección 02002;Renta neta media por persona ;2021;15.130
08009 Argentona;0800902 Argentona distrito 02;0800902003 Argentona sección 02003;Renta neta media por persona ;2021;15.564
08010 Artés;0801001 Artés distrito 01;;Renta neta media por persona ;2021;13.534
08010 Artés;0801001 Artés distrito 01;0801001001 Artés sección 01001;Renta neta media por persona ;2021;13.534
08010 Artés;0801002 Artés distrito 02;;Renta neta media por persona ;2021;14.703
08010 Artés;0801002 Artés distrito 02;0801002001 Artés sección 02001;Renta neta media por persona ;2021;15.208
08010 Artés;0801002 Artés distrito 02;0801002002 Artés sección 02002;Renta neta media por persona ;2021;12.990
08010 Artés;0801002 Artés distrito 02;0801002003 Artés sección 02003;Renta neta media por persona ;2021;15.218
08011 Avià;0801101 Avià distrito 01;;Renta neta media por persona ;2021;15.261
08011 Avià;0801101 Avià distrito 01;0801101001 Avià sección 01001;Renta neta media por persona ;2021;15.261
08012 Avinyó;0801201 Avinyó distrito 01;;Renta neta media por persona ;2021;14.341
08012 Avinyó;0801201 Avinyó distrito 01;0801201001 Avinyó sección 01001;Renta neta media por persona ;2021;14.341
08013 Avinyonet del Penedès;0801301 Avinyonet del Penedès distrito 01;;Renta neta media por persona ;2021;14.595
08013 Avinyonet del Penedès;0801301 Avinyonet del Penedès distrito 01;0801301001 Avinyonet del Penedès sección 01001;Renta neta media por persona ;2021;14.595
08014 Aiguafreda;0801401 Aiguafreda distrito 01;;Renta neta media por persona ;2021;15.958
08014 Aiguafreda;0801401 Aiguafreda distrito 01;0801401001 Aiguafreda sección 01001;Renta neta media por persona ;2021;15.958
08015 Badalona;0801501 Badalona distrito 01;;Renta neta media por persona ;2021;19.881
08015 Badalona;0801501 Badalona distrito 01;0801501001 Badalona sección 01001;Renta neta media por persona ;2021;20.947
08015 Badalona;0801501 Badalona distrito 01;0801501002 Badalona sección 01002;Renta neta media por persona ;2021;18.979
08015 Badalona;0801501 Badalona distrito 01;0801501003 Badalona sección 01003;Renta neta media por persona ;2021;20.462
08015 Badalona;0801501 Badalona distrito 01;0801501004 Badalona sección 01004;Renta neta media por persona ;2021;19.462
08015 Badalona;0801501 Badalona distrito 01;0801501005 Badalona sección 01005;Renta neta media por persona ;2021;19.964
08015 Badalona;0801501 Badalona distrito 01;0801501007 Badalona sección 01007;Renta neta media por persona ;2021;19.372
08015 Badalona;0801501 Badalona distrito 01;0801501008 Badalona sección 01008;Renta neta media por persona ;2021;""
08015 Badalona;0801502 Badalona distrito 02;;Renta neta media por persona ;2021;14.331
08015 Badalona;0801502 Badalona distrito 02;0801502001 Badalona sección 02001;Renta neta media por persona ;2021;15.130
08015 Badalona;0801502 Badalona distrito 02;0801502002 Badalona sección 02002;Renta neta media por persona ;2021;18.624
08015 Badalona;0801502 Badalona distrito 02;0801502003 Badalona sección 02003;Renta neta media por persona ;2021;19.062
08015 Badalona;0801502 Badalona distrito 02;0801502004 Badalona sección 02004;Renta neta media por persona ;2021;19.170
08015 Badalona;0801502 Badalona distrito 02;0801502005 Badalona sección 02005;Renta neta media por persona ;2021;11.956
08015 Badalona;0801502 Badalona distrito 02;0801502007 Badalona sección 02007;Renta neta media por persona ;2021;10.820
08015 Badalona;0801502 Badalona distrito 02;0801502008 Badalona sección 02008;Renta neta media por persona ;2021;18.163
08015 Badalona;0801502 Badalona distrito 02;0801502009 Badalona sección 02009;Renta neta media por persona ;2021;9.336
08015 Badalona;0801502 Badalona distrito 02;0801502010 Badalona sección 02010;Renta neta media por persona ;2021;11.120
08015 Badalona;0801502 Badalona distrito 02;0801502011 Badalona sección 02011;Renta neta media por persona ;2021;12.347
08015 Badalona;0801502 Badalona distrito 02;0801502012 Badalona sección 02012;Renta neta media por persona ;2021;11.822
08015 Badalona;0801502 Badalona distrito 02;0801502013 Badalona sección 02013;Renta neta media por persona ;2021;11.158
08015 Badalona;0801502 Badalona distrito 02;0801502015 Badalona sección 02015;Renta neta media por persona ;2021;10.871
08015 Badalona;0801503 Badalona distrito 03;;Renta neta media por persona ;2021;17.044
08015 Badalona;0801503 Badalona distrito 03;0801503001 Badalona sección 03001;Renta neta media por persona ;2021;13.168
08015 Badalona;0801503 Badalona distrito 03;0801503003 Badalona sección 03003;Renta neta media por persona ;2021;15.093
08015 Badalona;0801503 Badalona distrito 03;0801503004 Badalona sección 03004;Renta neta media por persona ;2021;17.130
08015 Badalona;0801503 Badalona distrito 03;0801503005 Badalona sección 03005;Renta neta media por persona ;2021;15.002
08015 Badalona;0801503 Badalona distrito 03;0801503006 Badalona sección 03006;Renta neta media por persona ;2021;17.996
08015 Badalona;0801503 Badalona distrito 03;0801503007 Badalona sección 03007;Renta neta media por persona ;2021;19.760
08015 Badalona;0801503 Badalona distrito 03;0801503008 Badalona sección 03008;Renta neta media por persona ;2021;19.821
08015 Badalona;0801503 Badalona distrito 03;0801503009 Badalona sección 03009;Renta neta media por persona ;2021;17.575
08015 Badalona;0801503 Badalona distrito 03;0801503010 Badalona sección 03010;Renta neta media por persona ;2021;12.220
08015 Badalona;0801503 Badalona distrito 03;0801503011 Badalona sección 03011;Renta neta media por persona ;2021;16.110
08015 Badalona;0801503 Badalona distrito 03;0801503013 Badalona sección 03013;Renta neta media por persona ;2021;20.239
08015 Badalona;0801503 Badalona distrito 03;0801503014 Badalona sección 03014;Renta neta media por persona ;2021;19.226
08015 Badalona;0801503 Badalona distrito 03;0801503015 Badalona sección 03015;Renta neta media por persona ;2021;""
08015 Badalona;0801504 Badalona distrito 04;;Renta neta media por persona ;2021;14.652
08015 Badalona;0801504 Badalona distrito 04;0801504001 Badalona sección 04001;Renta neta media por persona ;2021;12.246
08015 Badalona;0801504 Badalona distrito 04;0801504002 Badalona sección 04002;Renta neta media por persona ;2021;15.403
08015 Badalona;0801504 Badalona distrito 04;0801504003 Badalona sección 04003;Renta neta media por persona ;2021;15.337
08015 Badalona;0801504 Badalona distrito 04;0801504004 Badalona sección 04004;Renta neta media por persona ;2021;14.831
08015 Badalona;0801504 Badalona distrito 04;0801504005 Badalona sección 04005;Renta neta media por persona ;2021;14.939
08015 Badalona;0801504 Badalona distrito 04;0801504006 Badalona sección 04006;Renta neta media por persona ;2021;13.549
08015 Badalona;0801504 Badalona distrito 04;0801504007 Badalona sección 04007;Renta neta media por persona ;2021;14.946
08015 Badalona;0801504 Badalona distrito 04;0801504008 Badalona sección 04008;Renta neta media por persona ;2021;14.460
08015 Badalona;0801504 Badalona distrito 04;0801504009 Badalona sección 04009;Renta neta media por persona ;2021;15.392
08015 Badalona;0801504 Badalona distrito 04;0801504010 Badalona sección 04010;Renta neta media por persona ;2021;11.826
08015 Badalona;0801504 Badalona distrito 04;0801504011 Badalona sección 04011;Renta neta media por persona ;2021;14.905
08015 Badalona;0801504 Badalona distrito 04;0801504012 Badalona sección 04012;Renta neta media por persona ;2021;14.067
08015 Badalona;0801504 Badalona distrito 04;0801504013 Badalona sección 04013;Renta neta media por persona ;2021;14.664
08015 Badalona;0801504 Badalona distrito 04;0801504014 Badalona sección 04014;Renta neta media por persona ;2021;17.814
08015 Badalona;0801504 Badalona distrito 04;0801504015 Badalona sección 04015;Renta neta media por persona ;2021;12.836
08015 Badalona;0801504 Badalona distrito 04;0801504016 Badalona sección 04016;Renta neta media por persona ;2021;16.009
08015 Badalona;0801505 Badalona distrito 05;;Renta neta media por persona ;2021;17.755
08015 Badalona;0801505 Badalona distrito 05;0801505001 Badalona sección 05001;Renta neta media por persona ;2021;19.163
08015 Badalona;0801505 Badalona distrito 05;0801505002 Badalona sección 05002;Renta neta media por persona ;2021;18.897
08015 Badalona;0801505 Badalona distrito 05;0801505003 Badalona sección 05003;Renta neta media por persona ;2021;18.400
08015 Badalona;0801505 Badalona distrito 05;0801505004 Badalona sección 05004;Renta neta media por persona ;2021;16.839
08015 Badalona;0801505 Badalona distrito 05;0801505005 Badalona sección 05005;Renta neta media por persona ;2021;15.176
08015 Badalona;0801505 Badalona distrito 05;0801505006 Badalona sección 05006;Renta neta media por persona ;2021;18.174
08015 Badalona;0801505 Badalona distrito 05;0801505007 Badalona sección 05007;Renta neta media por persona ;2021;17.835
08015 Badalona;0801505 Badalona distrito 05;0801505008 Badalona sección 05008;Renta neta media por persona ;2021;""
08015 Badalona;0801506 Badalona distrito 06;;Renta neta media por persona ;2021;13.745
08015 Badalona;0801506 Badalona distrito 06;0801506001 Badalona sección 06001;Renta neta media por persona ;2021;13.985
08015 Badalona;0801506 Badalona distrito 06;0801506002 Badalona sección 06002;Renta neta media por persona ;2021;19.831
08015 Badalona;0801506 Badalona distrito 06;0801506003 Badalona sección 06003;Renta neta media por persona ;2021;11.405
08015 Badalona;0801506 Badalona distrito 06;0801506004 Badalona sección 06004;Renta neta media por persona ;2021;11.436
08015 Badalona;0801506 Badalona distrito 06;0801506005 Badalona sección 06005;Renta neta media por persona ;2021;11.575
08015 Badalona;0801506 Badalona distrito 06;0801506006 Badalona sección 06006;Renta neta media por persona ;2021;11.589
08015 Badalona;0801507 Badalona distrito 07;;Renta neta media por persona ;2021;11.936
08015 Badalona;0801507 Badalona distrito 07;0801507001 Badalona sección 07001;Renta neta media por persona ;2021;11.779
08015 Badalona;0801507 Badalona distrito 07;0801507002 Badalona sección 07002;Renta neta media por persona ;2021;14.767
08015 Badalona;0801507 Badalona distrito 07;0801507003 Badalona sección 07003;Renta neta media por persona ;2021;11.589
08015 Badalona;0801507 Badalona distrito 07;0801507004 Badalona sección 07004;Renta neta media por persona ;2021;15.546
08015 Badalona;0801507 Badalona distrito 07;0801507005 Badalona sección 07005;Renta neta media por persona ;2021;10.608
08015 Badalona;0801507 Badalona distrito 07;0801507006 Badalona sección 07006;Renta neta media por persona ;2021;15.318
08015 Badalona;0801507 Badalona distrito 07;0801507007 Badalona sección 07007;Renta neta media por persona ;2021;7.890
08015 Badalona;0801507 Badalona distrito 07;0801507008 Badalona sección 07008;Renta neta media por persona ;2021;8.212
08015 Badalona;0801507 Badalona distrito 07;0801507009 Badalona sección 07009;Renta neta media por persona ;2021;11.776
08015 Badalona;0801507 Badalona distrito 07;0801507010 Badalona sección 07010;Renta neta media por persona ;2021;10.636
08015 Badalona;0801507 Badalona distrito 07;0801507011 Badalona sección 07011;Renta neta media por persona ;2021;11.955
08015 Badalona;0801507 Badalona distrito 07;0801507012 Badalona sección 07012;Renta neta media por persona ;2021;""
08015 Badalona;0801507 Badalona distrito 07;0801507013 Badalona sección 07013;Renta neta media por persona ;2021;8.258
08015 Badalona;0801507 Badalona distrito 07;0801507014 Badalona sección 07014;Renta neta media por persona ;2021;11.265
08015 Badalona;0801507 Badalona distrito 07;0801507015 Badalona sección 07015;Renta neta media por persona ;2021;7.559
08015 Badalona;0801507 Badalona distrito 07;0801507017 Badalona sección 07017;Renta neta media por persona ;2021;8.228
08015 Badalona;0801507 Badalona distrito 07;0801507018 Badalona sección 07018;Renta neta media por persona ;2021;14.796
08015 Badalona;0801507 Badalona distrito 07;0801507020 Badalona sección 07020;Renta neta media por persona ;2021;10.971
08015 Badalona;0801507 Badalona distrito 07;0801507021 Badalona sección 07021;Renta neta media por persona ;2021;11.382
08015 Badalona;0801507 Badalona distrito 07;0801507022 Badalona sección 07022;Renta neta media por persona ;2021;13.675
08015 Badalona;0801507 Badalona distrito 07;0801507023 Badalona sección 07023;Renta neta media por persona ;2021;17.154
08015 Badalona;0801507 Badalona distrito 07;0801507024 Badalona sección 07024;Renta neta media por persona ;2021;13.786
08015 Badalona;0801507 Badalona distrito 07;0801507028 Badalona sección 07028;Renta neta media por persona ;2021;9.931
08015 Badalona;0801507 Badalona distrito 07;0801507029 Badalona sección 07029;Renta neta media por persona ;2021;14.349
08015 Badalona;0801507 Badalona distrito 07;0801507030 Badalona sección 07030;Renta neta media por persona ;2021;15.324
08015 Badalona;0801507 Badalona distrito 07;0801507031 Badalona sección 07031;Renta neta media por persona ;2021;13.661
08015 Badalona;0801508 Badalona distrito 08;;Renta neta media por persona ;2021;12.605
08015 Badalona;0801508 Badalona distrito 08;0801508001 Badalona sección 08001;Renta neta media por persona ;2021;8.763
08015 Badalona;0801508 Badalona distrito 08;0801508002 Badalona sección 08002;Renta neta media por persona ;2021;12.607
08015 Badalona;0801508 Badalona distrito 08;0801508003 Badalona sección 08003;Renta neta media por persona ;2021;11.638
08015 Badalona;0801508 Badalona distrito 08;0801508004 Badalona sección 08004;Renta neta media por persona ;2021;12.256
08015 Badalona;0801508 Badalona distrito 08;0801508005 Badalona sección 08005;Renta neta media por persona ;2021;11.488
08015 Badalona;0801508 Badalona distrito 08;0801508006 Badalona sección 08006;Renta neta media por persona ;2021;13.736
08015 Badalona;0801508 Badalona distrito 08;0801508007 Badalona sección 08007;Renta neta media por persona ;2021;10.464
08015 Badalona;0801508 Badalona distrito 08;0801508008 Badalona sección 08008;Renta neta media por persona ;2021;12.549
08015 Badalona;0801508 Badalona distrito 08;0801508009 Badalona sección 08009;Renta neta media por persona ;2021;13.285
08015 Badalona;0801508 Badalona distrito 08;0801508011 Badalona sección 08011;Renta neta media por persona ;2021;12.924
08015 Badalona;0801508 Badalona distrito 08;0801508012 Badalona sección 08012;Renta neta media por persona ;2021;17.359
08015 Badalona;0801508 Badalona distrito 08;0801508013 Badalona sección 08013;Renta neta media por persona ;2021;14.932
08015 Badalona;0801509 Badalona distrito 09;;Renta neta media por persona ;2021;10.288
08015 Badalona;0801509 Badalona distrito 09;0801509001 Badalona sección 09001;Renta neta media por persona ;2021;8.379
08015 Badalona;0801509 Badalona distrito 09;0801509002 Badalona sección 09002;Renta neta media por persona ;2021;7.165
08015 Badalona;0801509 Badalona distrito 09;0801509003 Badalona sección 09003;Renta neta media por persona ;2021;9.890
08015 Badalona;0801509 Badalona distrito 09;0801509004 Badalona sección 09004;Renta neta media por persona ;2021;5.584
08015 Badalona;0801509 Badalona distrito 09;0801509005 Badalona sección 09005;Renta neta media por persona ;2021;9.378
08015 Badalona;0801509 Badalona distrito 09;0801509006 Badalona sección 09006;Renta neta media por persona ;2021;6.903
08015 Badalona;0801509 Badalona distrito 09;0801509008 Badalona sección 09008;Renta neta media por persona ;2021;9.587
08015 Badalona;0801509 Badalona distrito 09;0801509009 Badalona sección 09009;Renta neta media por persona ;2021;12.150
08015 Badalona;0801509 Badalona distrito 09;0801509010 Badalona sección 09010;Renta neta media por persona ;2021;10.483
08015 Badalona;0801509 Badalona distrito 09;0801509011 Badalona sección 09011;Renta neta media por persona ;2021;10.380
08015 Badalona;0801509 Badalona distrito 09;0801509012 Badalona sección 09012;Renta neta media por persona ;2021;10.226
08015 Badalona;0801509 Badalona distrito 09;0801509013 Badalona sección 09013;Renta neta media por persona ;2021;11.602
08015 Badalona;0801509 Badalona distrito 09;0801509014 Badalona sección 09014;Renta neta media por persona ;2021;11.231
08015 Badalona;0801509 Badalona distrito 09;0801509015 Badalona sección 09015;Renta neta media por persona ;2021;9.890
08015 Badalona;0801509 Badalona distrito 09;0801509016 Badalona sección 09016;Renta neta media por persona ;2021;11.517
08015 Badalona;0801509 Badalona distrito 09;0801509017 Badalona sección 09017;Renta neta media por persona ;2021;7.880
08015 Badalona;0801509 Badalona distrito 09;0801509018 Badalona sección 09018;Renta neta media por persona ;2021;10.257
08015 Badalona;0801509 Badalona distrito 09;0801509019 Badalona sección 09019;Renta neta media por persona ;2021;9.922
08015 Badalona;0801509 Badalona distrito 09;0801509020 Badalona sección 09020;Renta neta media por persona ;2021;13.108
08015 Badalona;0801509 Badalona distrito 09;0801509021 Badalona sección 09021;Renta neta media por persona ;2021;10.901
08015 Badalona;0801509 Badalona distrito 09;0801509022 Badalona sección 09022;Renta neta media por persona ;2021;10.839
08015 Badalona;0801509 Badalona distrito 09;0801509023 Badalona sección 09023;Renta neta media por persona ;2021;10.604
08015 Badalona;0801509 Badalona distrito 09;0801509024 Badalona sección 09024;Renta neta media por persona ;2021;11.553
08015 Badalona;0801509 Badalona distrito 09;0801509025 Badalona sección 09025;Renta neta media por persona ;2021;10.171
08015 Badalona;0801509 Badalona distrito 09;0801509026 Badalona sección 09026;Renta neta media por persona ;2021;12.046
08015 Badalona;0801509 Badalona distrito 09;0801509027 Badalona sección 09027;Renta neta media por persona ;2021;10.306
08015 Badalona;0801509 Badalona distrito 09;0801509028 Badalona sección 09028;Renta neta media por persona ;2021;10.630
08015 Badalona;0801509 Badalona distrito 09;0801509030 Badalona sección 09030;Renta neta media por persona ;2021;13.065
08015 Badalona;0801509 Badalona distrito 09;0801509031 Badalona sección 09031;Renta neta media por persona ;2021;12.164
08015 Badalona;0801509 Badalona distrito 09;0801509032 Badalona sección 09032;Renta neta media por persona ;2021;8.956
08015 Badalona;0801509 Badalona distrito 09;0801509033 Badalona sección 09033;Renta neta media por persona ;2021;11.738
08015 Badalona;0801509 Badalona distrito 09;0801509034 Badalona sección 09034;Renta neta media por persona ;2021;13.256
08015 Badalona;0801509 Badalona distrito 09;0801509035 Badalona sección 09035;Renta neta media por persona ;2021;10.650
08015 Badalona;0801509 Badalona distrito 09;0801509036 Badalona sección 09036;Renta neta media por persona ;2021;11.273
08015 Badalona;0801509 Badalona distrito 09;0801509037 Badalona sección 09037;Renta neta media por persona ;2021;6.624
08015 Badalona;0801509 Badalona distrito 09;0801509038 Badalona sección 09038;Renta neta media por persona ;2021;7.716
08015 Badalona;0801509 Badalona distrito 09;0801509042 Badalona sección 09042;Renta neta media por persona ;2021;5.893
08015 Badalona;0801509 Badalona distrito 09;0801509043 Badalona sección 09043;Renta neta media por persona ;2021;12.994
08015 Badalona;0801509 Badalona distrito 09;0801509044 Badalona sección 09044;Renta neta media por persona ;2021;10.449
08015 Badalona;0801509 Badalona distrito 09;0801509045 Badalona sección 09045;Renta neta media por persona ;2021;12.090
08015 Badalona;0801509 Badalona distrito 09;0801509047 Badalona sección 09047;Renta neta media por persona ;2021;9.602
08015 Badalona;0801509 Badalona distrito 09;0801509049 Badalona sección 09049;Renta neta media por persona ;2021;10.443
08015 Badalona;0801509 Badalona distrito 09;0801509050 Badalona sección 09050;Renta neta media por persona ;2021;""
08015 Badalona;0801509 Badalona distrito 09;0801509052 Badalona sección 09052;Renta neta media por persona ;2021;11.617
08015 Badalona;0801509 Badalona distrito 09;0801509053 Badalona sección 09053;Renta neta media por persona ;2021;10.741
08015 Badalona;0801509 Badalona distrito 09;0801509054 Badalona sección 09054;Renta neta media por persona ;2021;12.369
08015 Badalona;0801509 Badalona distrito 09;0801509057 Badalona sección 09057;Renta neta media por persona ;2021;12.121
08015 Badalona;0801509 Badalona distrito 09;0801509058 Badalona sección 09058;Renta neta media por persona ;2021;13.443
08015 Badalona;0801509 Badalona distrito 09;0801509059 Badalona sección 09059;Renta neta media por persona ;2021;12.483
08016 Bagà;0801601 Bagà distrito 01;;Renta neta media por persona ;2021;15.773
08016 Bagà;0801601 Bagà distrito 01;0801601001 Bagà sección 01001;Renta neta media por persona ;2021;15.773
08017 Balenyà;0801701 Balenyà distrito 01;;Renta neta media por persona ;2021;13.325
08017 Balenyà;0801701 Balenyà distrito 01;0801701001 Balenyà sección 01001;Renta neta media por persona ;2021;13.113
08017 Balenyà;0801701 Balenyà distrito 01;0801701002 Balenyà sección 01002;Renta neta media por persona ;2021;13.911
08018 Balsareny;0801801 Balsareny distrito 01;;Renta neta media por persona ;2021;14.398
08018 Balsareny;0801801 Balsareny distrito 01;0801801001 Balsareny sección 01001;Renta neta media por persona ;2021;14.921
08018 Balsareny;0801801 Balsareny distrito 01;0801801002 Balsareny sección 01002;Renta neta media por persona ;2021;13.315
08018 Balsareny;0801801 Balsareny distrito 01;0801801003 Balsareny sección 01003;Renta neta media por persona ;2021;15.817
08019 Barcelona;;;Renta neta media por persona ;2021;17.350
08019 Barcelona;0801901 Barcelona distrito 01;;Renta neta media por persona ;2021;11.931
08019 Barcelona;0801901 Barcelona distrito 01;0801901001 Barcelona sección 01001;Renta neta media por persona ;2021;11.166
08019 Barcelona;0801901 Barcelona distrito 01;0801901002 Barcelona sección 01002;Renta neta media por persona ;2021;9.115
08019 Barcelona;0801901 Barcelona distrito 01;0801901003 Barcelona sección 01003;Renta neta media por persona ;2021;9.431
08019 Barcelona;0801901 Barcelona distrito 01;0801901004 Barcelona sección 01004;Renta neta media por persona ;2021;10.898
08019 Barcelona;0801901 Barcelona distrito 01;0801901005 Barcelona sección 01005;Renta neta media por persona ;2021;9.717
08019 Barcelona;0801901 Barcelona distrito 01;0801901006 Barcelona sección 01006;Renta neta media por persona ;2021;10.214
08019 Barcelona;0801901 Barcelona distrito 01;0801901007 Barcelona sección 01007;Renta neta media por persona ;2021;9.880
08019 Barcelona;0801901 Barcelona distrito 01;0801901008 Barcelona sección 01008;Renta neta media por persona ;2021;7.755
08019 Barcelona;0801901 Barcelona distrito 01;0801901009 Barcelona sección 01009;Renta neta media por persona ;2021;10.011
08019 Barcelona;0801901 Barcelona distrito 01;0801901010 Barcelona sección 01010;Renta neta media por persona ;2021;8.936
08019 Barcelona;0801901 Barcelona distrito 01;0801901011 Barcelona sección 01011;Renta neta media por persona ;2021;8.137
08019 Barcelona;0801901 Barcelona distrito 01;0801901012 Barcelona sección 01012;Renta neta media por persona ;2021;10.578
08019 Barcelona;0801901 Barcelona distrito 01;0801901013 Barcelona sección 01013;Renta neta media por persona ;2021;10.757
08019 Barcelona;0801901 Barcelona distrito 01;0801901014 Barcelona sección 01014;Renta neta media por persona ;2021;10.052
08019 Barcelona;0801901 Barcelona distrito 01;0801901015 Barcelona sección 01015;Renta neta media por persona ;2021;10.444
